메뉴1,메뉴2,업소아이디,name,분류코드,category,업소 주소,업소 전화번호,region,latitude,longitude,tag,cluster,cluster2
떡볶이: 4000원,,10414,꿀순이떡볶이,1,한식,"서울특별시  강동구 천호대로 157길 49, 1층",02-478-3330,강동구,37.53991085,127.1276223,"[[양이 많아요], [친절해요], [혼밥하기 좋아요], [가성비가 좋아요]]",5,12
비빔국수: 7000원,야채김밥: 3500원,9862,"나눔국수국수 서울대본점
",1,한식,서울특별시 관악구 쑥고개로 133,,관악구,37.47897889,126.9513084,"[[친절해요], [가성비가 좋아요], [고기 질이 좋아요], [양이 많아요]]",6,19
된장찌개: 8000원,순두부찌개: 8000원,9134,낙원식당,1,한식,서울특별시 서대문구 응암로 141,02-303-2088,서대문구,37.58496234,126.9147088,"[[가성비가 좋아요], [친절해요], [양이 많아요], [재료가 신선해요]]",11,8
동태찌개: 8000원,김치찌개: 8000원,9324,낙지랑갈비랑,1,한식,서울특별시 동작구 양녕로 25길 2-4,02-825-5700,동작구,37.49870731,126.9433352,"[[친절해요], [가성비가 좋아요], [고기 질이 좋아요], [양이 많아요]]",23,20
왕돈까스: 8000원,김치찌개: 7000원,10315,날아라분식,1,한식,서울특별시 서대문구 경기대로 39,02-313-3890,서대문구,37.56295733,126.9619042,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [양이 많아요]]",14,13
짜장면: 6500원,짬뽕: 7500원,10138,남경,2,중식,서울특별시  영등포구 영중로 29길 2,02-2632-4596,영등포구,37.52515512,126.905137,"[[친절해요], [가성비가 좋아요], [양이 많아요], [혼밥하기 좋아요]]",0,15
돼지갈비(250g): 14500원,,9545,남매이야기,1,한식,"서울특별시 동작구 현충로 102, 1층",02-813-2399,동작구,37.50756308,126.9647974,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [양이 많아요]]",23,20
삼겹살(200g): 16000원,점심뷔페: 8000원,8687,남영골 남영점,1,한식,서울특별시 용산구 한강대로 77길 8,02-704-4745,용산구,37.54219831,126.9721418,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [양이 많아요]]",14,13
추어탕: 8000원,돈까스 : 7000원,9376,남원종가집추어탕,1,한식,서울특별시 강남구 강남대로 48길 8,02-3462-6667,강남구,37.48665021,127.0338436,"[[매장이 청결해요], [특별한 메뉴가 있어요], [양이 많아요], [친절해요]]",10,1
추어탕(경로우대): 6000원,추어탕(일반): 7000원,9196,남원추어탕,1,한식,서울특별시  도봉구 해등로 83,02-902-0056,도봉구,37.65102724,127.0413835,"[[가성비가 좋아요], [친절해요], [재료가 신선해요], [양이 많아요]]",13,23
통추어탕: 10000원,추어탕: 8000원,9323,남원추어탕,1,한식,서울특별시 동작구 동작대로 15길 15,02-522-6243,동작구,37.48219342,126.9807826,"[[가성비가 좋아요], [친절해요], [재료가 신선해요], [양이 많아요]]",29,27
추어탕: 9000원,,9590,남원추어탕,1,한식,"서울특별시 동작구 여의대방로 250, 지하1층 14호",02-812-2047,동작구,37.50874345,126.9245178,"[[가성비가 좋아요], [친절해요], [재료가 신선해요], [양이 많아요]]",19,4
추어탕: 9000원,,9590,남원추어탕,1,한식,"서울특별시 동작구 여의대방로 250, 지하1층 14호",02-812-2047,동작구,37.50874345,126.9245178,"[[친절해요], [재료가 신선해요], [양이 많아요], [가성비가 좋아요]]",19,4
추어탕: 10000원,,9584,남원추어탕아구찜,1,한식,서울특별시 동작구 사당로 29길 1,02-595-4271,동작구,37.48470214,126.978949,"[[친절해요], [양이 많아요], [재료가 신선해요], [매장이 청결해요]]",29,27
비빔: 6500원,라면: 3500원,10224,내친구김밥 본점,1,한식,서울특별시 관악구 호암로 22길 81,02-873-0077,관악구,37.46860039,126.9372864,"[[친절해요], [양이 많아요], [재료가 신선해요], [매장이 청결해요]]",26,5
커피: 3000원,,10052,네모네모디저트 본점,4,기타외식업,"서울특별시 관악구 낙성대로 3길 33-14, 1층",,관악구,37.47384749,126.9605774,"[[친절해요], [가성비가 좋아요], [재료가 신선해요], [양이 많아요]]",6,19
카라멜마끼아또: 4400원,아이스티: 3200원,9431,네이밍카페 커피GO,4,기타외식업,서울특별시 관악구 난곡로 317,,관악구,37.48231605,126.9142558,"[[특별한 메뉴가 있어요], [가성비가 좋아요], [친절해요], [재료가 신선해요]]",26,5
"대구탕,지리: 7000원",해물된장비빔밥: 7000원,8518,노숙자 샤브샤브,1,한식,서울특별시 강남구 개포로 22길 13,02-577-5017,강남구,37.47808654,127.0482133,"[[특별한 메뉴가 있어요], [혼밥하기 좋아요], [양이 많아요], [매장이 청결해요]]",10,1
고기만두: 6000원,김치만두: 6000원,8986,놀부만두,1,한식,서울특별시  동대문구 망우로 16길 15,02-2241-7550,동대문구,37.58935254,127.0614879,"[[친절해요], [가성비가 좋아요], [재료가 신선해요], [혼밥하기 좋아요]]",12,7
우국수: 8000원,육장국수: 9000원,9379,누렁국수,1,한식,서울특별시 강남구 개포로 652 빌딩스타3 지상1층 101호,02-431-0045,강남구,37.49490821,127.0840571,"[[재료가 신선해요], [매장이 청결해요], [특별한 메뉴가 있어요], [친절해요]]",15,3
순두부찌개: 6000원,된장찌개: 6000원,9124,누이네,1,한식,서울특별시 강남구 압구정로 2길 46,02-545-5195,강남구,37.51876726,127.0206916,"[[재료가 신선해요], [친절해요], [가성비가 좋아요], [혼밥하기 좋아요]]",2,18
김치찌개: 6000원,순두부: 6000원,8515,지호네집밥,1,한식,서울특별시 강남구 논현로 4길 14,02-575-4984,강남구,37.47265319,127.0513972,"[[재료가 신선해요], [가성비가 좋아요], [매장이 청결해요], [특별한 메뉴가 있어요]]",10,1
김치볶음밥: 6500원,김치말이국수: 6500원,10047,눈나무집,1,한식,서울특별시  종로구 삼청로 136-1,02-739-6742,종로구,37.58747986,126.9818871,"[[가성비가 좋아요], [특별한 메뉴가 있어요], [친절해요], [재료가 신선해요]]",4,17
짜장: 6000원,우동: 6000원,10320,늘우짜,1,한식,"서울특별시 서대문구 남가좌동 211-24, 1층",02-375-5500,서대문구,37.57618799,126.9210141,"[[친절해요], [가성비가 좋아요], [혼밥하기 좋아요], [재료가 신선해요]]",11,8
전주비빔밥: 7000원,부대찌개: 8000원,9768,늘콩 서울대점,1,한식,"서울특별시  관악구 관악로 199, 1층",02-876-1121,관악구,37.48307525,126.9535878,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [특별한 메뉴가 있어요]]",6,19
김밥: 2500원,냉면: 4500원,9242,능라도분식,1,한식,서울특별시 광진구 천호대로 110길 50,02-455-0322,광진구,37.55514571,127.0790749,"[[매장이 청결해요], [특별한 메뉴가 있어요], [혼밥하기 좋아요], [재료가 신선해요]]",20,6
양념꽃게돌솥밥정식: 13000원,알밥: 8000원,9925,다도해수산,3,경양식/일식,서울특별시  금천구 남부순환로 108길 27,,금천구,37.47760912,126.8919841,"[[재료가 신선해요], [양이 많아요], [친절해요], [가성비가 좋아요]]",7,0
뼈삼겹갈비(200g): 14000원,돼지갈비(수입산,9303,다독이네 숯불구이,1,한식,서울특별시 동작구 노량진로 106-5,02-6101-9299,동작구,37.51295932,126.9377939,"[[친절해요], [특별한 메뉴가 있어요], [고기 질이 좋아요], [가성비가 좋아요]]",19,4
김치찌개: 6000원,된장찌개: 6000원,8383,다동분식,1,한식,서울특별시 중구 남대문로 9길 16,02-755-7414,중구,37.56683604,126.9815496,"[[혼밥하기 좋아요], [친절해요], [가성비가 좋아요], [양이 많아요]]",27,9
짬뽕: 3500원,짜장면: 4500원,9102,다래성,2,중식,서울특별시 금천구 시흥대로 471-1,02-856-6725,금천구,37.47574666,126.8981977,"[[재료가 신선해요], [친절해요], [양이 많아요], [특별한 메뉴가 있어요]]",7,0
된장찌개: 5000원,김치찌개: 6000원,8213,다리목,1,한식,서울특별시 관악구 신림로 58가길 7,02-877-4369,관악구,37.48214701,126.9310355,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [양이 많아요]]",26,5
설렁탕: 8000원,선지해장국: 8000원,10027,다복집,1,한식,서울특별시  구로구 도림로 14길 2,02-859-4789,구로구,37.48744826,126.8887311,"[[재료가 신선해요], [가성비가 좋아요], [친절해요], [혼밥하기 좋아요]]",7,0
오리육개장: 9000원,된장찌개: 8000원,8524,다복오리농장,1,한식,서울특별시 강남구 개포로 22길 31,02-573-2057,강남구,37.47709916,127.0492122,"[[매장이 청결해요], [양이 많아요], [혼밥하기 좋아요], [재료가 신선해요]]",10,1
부대찌개: 9000원,,9769,다부찌,3,경양식/일식,서울특별시  관악구 호암로 24길 43,02-876-1121,관악구,37.46956593,126.9356403,"[[가성비가 좋아요], [양이 많아요], [친절해요], [혼밥하기 좋아요]]",26,5
삼겹살(200g): 10000원,,6378,다비다식당,1,한식,서울특별시 광진구 동일로 444,02-466-1074,광진구,37.56970056,127.0797764,"[[가성비가 좋아요], [친절해요], [혼밥하기 좋아요], [단체모임 하기 좋아요]]",1,21
삼겹살: 14000원,된장찌개: 7000원,9863,다비다식당,1,한식,서울특별시  광진구 동일로 444,02-466-1074,광진구,37.56970056,127.0797764,"[[가성비가 좋아요], [친절해요], [혼밥하기 좋아요], [단체모임 하기 좋아요]]",1,21
된장찌개 백반: 6000원,,7681,다솜생고기전문점,1,한식,서울특별시 영등포구 가마산로 338,02-845-3212,영등포구,37.49923507,126.8970027,"[[특별한 메뉴가 있어요], [양이 많아요], [혼밥하기 좋아요], [친절해요]]",7,0
국밥: 6500원,닭국수: 6500원,9642,다시사랑한다면 역삼점,1,한식,서울특별시 강남구 역삼동 언주로 407,02-555-0451,강남구,37.49943255,127.0439144,"[[재료가 신선해요], [혼밥하기 좋아요], [가성비가 좋아요], [특별한 메뉴가 있어요]]",10,1
냉면: 8000원,뼈해장국: 9000원,10336,다옴감자탕양평해장국,1,한식,서울특별시  동대문구 전농로 91,02-2244-8500,동대문구,37.57330205,127.0570221,"[[양이 많아요], [특별한 메뉴가 있어요], [혼밥하기 좋아요], [친절해요]]",1,21
국산차(녹차): 2500원,커피: 2200원,9914,다이렉트커피,4,기타외식업,서울특별시  중랑구 봉화산로 56길 120,,중랑구,37.6034548,127.0971118,"[[친절해요], [가성비가 좋아요], [특별한 메뉴가 있어요], [재료가 신선해요]]",16,11
떡볶이: 3500원,순대: 2000원,9344,마떡,1,한식,서울특별시 노원구 석계로 106,02-976-4841,노원구,37.62315877,127.0604122,"[[매장이 청결해요], [가성비가 좋아요], [혼밥하기 좋아요], [재료가 신선해요]]",25,28
점심식사: 10000원,뚝배기청국장: 7000원,9281,다인,1,한식,서울특별시 강동구 양재대로 147길 7,02-428-2824,강동구,37.55217418,127.1435348,"[[재료가 신선해요], [가성비가 좋아요], [친절해요], [양이 많아요]]",5,12
제육볶음: 7000원,비빔밥: 7000원,9295,단비분식,1,한식,서울특별시 동작구 흑석로 9길 13,02-817-8852,동작구,37.50766974,126.9593923,"[[특별한 메뉴가 있어요], [가성비가 좋아요], [친절해요], [매장이 청결해요]]",23,20
제육볶음(화요일 점심): 9000원,육개장(월요일 점심): 9000원,9541,달길포차,1,한식,"서울특별시 동작구 사당로 30길 63, 1층",,동작구,37.48194234,126.9809782,"[[매장이 청결해요], [재료가 신선해요], [가성비가 좋아요], [양이 많아요]]",29,27
커피: 2500원,국산차: 3500원,9514,달디빈,4,기타외식업,서울특별시  광진구 능동로 39길 11,,광진구,37.55852934,127.0794349,"[[커피가 맛있어요], [친절해요], [음료가 맛있어요], [디저트가 맛있어요], [대화하기 좋아요]]",20,6
김치찌개: 7000원,김밥: 3000원,8295,닷컴분식,1,한식,서울특별시 구로구 남부순환로 97길 20-6,02-2616-4048,구로구,37.4940385,126.8586456,"[[친절해요], [가성비가 좋아요], [양이 많아요], [혼밥하기 좋아요]]",8,16
치즈까스: 11000원,왕돈까스: 9000원,9770,대가왕돈카츠,3,경양식/일식,서울특별시 관악구 호암로 22길 69,,관악구,37.46865889,126.9366588,"[[양이 많아요], [가성비가 좋아요], [친절해요], [혼밥하기 좋아요]]",26,5
짬뽕: 8000원,짜장면: 7000원,10285,대륙,2,중식,서울특별시  종로구 종로 125,02-766-8411,종로구,37.57067921,126.9915441,"[[친절해요], [재료가 신선해요], [양이 많아요], [매장이 넓어요]]",27,9
자장면: 3000원,,7574,대림각,2,중식,서울특별시 노원구 섬밭로 263,02-949-2748,노원구,37.63913993,127.0638195,"[[친절해요], [가성비가 좋아요], [양이 많아요], [혼밥하기 좋아요]]",25,28
삼겹살180g: 7000원,된장삼겹살: 7500원,9063,대명꼬기,1,한식,서울특별시 서대문구 명물길 27-15,,서대문구,37.55876047,126.938056,"[[가성비가 좋아요], [친절해요], [단체모임 하기 좋아요], [양이 많아요]]",11,8
제육정식: 8000원,셀프백반: 7000원,9889,대박생고기김치찌개,1,한식,서울특별시 동작구 보라매로 5길 5 상가1층,02-833-4330,동작구,37.49238847,126.925359,"[[가성비가 좋아요], [재료가 신선해요], [특별한 메뉴가 있어요], [매장이 청결해요]]",19,4
대패삼겹살: 3300원,된장찌개: 4000원,8543,대박집,1,한식,서울특별시 양천구 등촌로 46,02-2653-9285,양천구,37.53384214,126.8640329,"[[가성비가 좋아요], [친절해요], [양이 많아요], [매장이 넓어요]]",22,25
뼈해장국(2-3인분): 14000원,순대국(3인분): 15000원,10119,대왕감자탕 양천본점,1,한식,"서울특별시  양천구 신월로 20길 6, 1층",02-2065-5554,양천구,37.5194638,126.8444171,"[[가성비가 좋아요], [친절해요], [양이 많아요], [매장이 넓어요]]",8,16
아구찜 중: 45000원,육개장: 9000원,10008,대원 아구찜 칼국수,1,한식,서울특별시  노원구 상계로 27길 48,02-936-2242,노원구,37.66037928,127.0692094,"[[가성비가 좋아요], [친절해요], [양이 많아요], [매장이 넓어요]]",18,10
어묵우동: 6000원,육개장: 8000원,9637,대청분식,1,한식,서울특별시 강남구 개포동 개포로 621 B102호,02-2226-2928,강남구,37.49413139,127.0787831,"[[가성비가 좋아요], [친절해요], [양이 많아요], [매장이 넓어요]]",15,3
닭곰탕: 9000원,비빔밥: 8500원,8467,대치동영지,1,한식,서울특별시 강남구 삼성로 212 지상1층,02-565-1114,강남구,37.49961577,127.0659154,"[[양이 많아요], [친절해요], [가성비가 좋아요], [혼밥하기 좋아요]]",15,3
국내산 직화곱창(소금)(200g): 12900원,국내산 직화곱창(양념)(200g): 12900원,10413,대팔이네곱창 천호본점,1,한식,"서울특별시  강동구 구천면로 24길 20-9, 1층",02-470-1489,강동구,37.53982676,127.1254663,"[[매장이 청결해요], [혼밥하기 좋아요], [재료가 신선해요], [가성비가 좋아요]]",5,12
평일 점심 보쌈정식: 7000원,,7601,대풍족,1,한식,서울특별시 성북구 보문로 129,02-953-3060,성북구,37.58645268,127.0184314,"[[인테리어가 멋져요], [친절해요], [양이 많아요], [매장이 넓어요]]",3,29
